path,size_bytes,lines,extension,language,category,binary,sha256,encoding,tracked,week,day,exercise_root,exercise_kind,tier,is_test,is_readme,todo_count,trailing_whitespace_lines,mixed_line_endings,syntax_ok,syntax_error
Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/DailyChallenge/PlayWithWords/daily_promises_morse.js,4815,162,.js,JavaScript,source,False,ac2f9992a9ce1196c25d7e17d4ffd4d427df1d6fa286c65a5c3f34faf337c169,utf-8-sig,True,Week4AdvAsynchronousJavaScript,Day4AsynchronousJavaScript,Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/DailyChallenge/PlayWithWords,Daily Challenge,,False,False,0,0,False,,
Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/DailyChallenge/PlayWithWords/index_daily_challenges.html,2274,47,.html,HTML,source,False,8d10e42578c584815f6ee5ccf04dba2c9267757234e80f18fe7a77b8ac7ec228,utf-8-sig,True,Week4AdvAsynchronousJavaScript,Day4AsynchronousJavaScript,Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/DailyChallenge/PlayWithWords,Daily Challenge,,False,False,0,0,False,,
Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/DailyChallenge/PlayWithWords/README.md,2067,56,.md,Markdown,documentation,False,15ce7231212e561814029fa1dc784d10ae3a7e21d1763fd9790996872d103b54,utf-8-sig,True,Week4AdvAsynchronousJavaScript,Day4AsynchronousJavaScript,Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/DailyChallenge/PlayWithWords,Daily Challenge,,False,True,0,0,False,,
Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/Exercises/ExercisesXP/index_promises.html,1641,36,.html,HTML,source,False,06abf59d92ff1b31d6ff7d89ca13a7be9cab84009404cf3ff31714c1d7031985,utf-8-sig,True,Week4AdvAsynchronousJavaScript,Day4AsynchronousJavaScript,Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/Exercises/ExercisesXP,Exercise,XP,False,False,0,0,False,,
Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/Exercises/ExercisesXP/promises.js,1892,64,.js,JavaScript,source,False,df72567b331187295a867f70f62b58851bc7f8452ef4d24dae079a842812365a,utf-8-sig,True,Week4AdvAsynchronousJavaScript,Day4AsynchronousJavaScript,Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/Exercises/ExercisesXP,Exercise,XP,False,False,0,0,False,,
Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/Exercises/ExercisesXP/README.md,1321,45,.md,Markdown,documentation,False,7f3d96bff950bb91c3c151387cd109292dc5b5d9bd8520412cc8e9a831bf60f1,utf-8-sig,True,Week4AdvAsynchronousJavaScript,Day4AsynchronousJavaScript,Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/Exercises/ExercisesXP,Exercise,XP,False,True,0,0,False,,
Week4AdvAsynchronousJavaScript/Day5Fetch&AsyncAwait/Exercises/ExercisesXP/css/styles.css,928,26,.css,CSS,source,False,5b3935bd66ff46d37d7e000c0e98d64846bcead2606ddf8b86e05645f0f2ff6d,utf-8-sig,True,Week4AdvAsynchronousJavaScript,Day5Fetch&AsyncAwait,Week4AdvAsynchronousJavaScript/Day5Fetch&AsyncAwait/Exercises/ExercisesXP,Exercise,XP,False,False,0,0,False,,
Week4AdvAsynchronousJavaScript/Day5Fetch&AsyncAwait/Exercises/ExercisesXP/index.html,1827,51,.html,HTML,source,False,7b3f46f23d71c495f4baf9c04ea72db21b5d9d78467d2d99ef21c6430a26ca1f,utf-8-sig,True,Week4AdvAsynchronousJavaScript,Day5Fetch&AsyncAwait,Week4AdvAsynchronousJavaScript/Day5Fetch&AsyncAwait/Exercises/ExercisesXP,Exercise,XP,False,False,0,0,False,,
Week4AdvAsynchronousJavaScript/Day5Fetch&AsyncAwait/Exercises/ExercisesXP/js/app.js,3200,98,.js,JavaScript,source,False,3624d1796750713d4abf551138cf9e095be4b15f64faa07059067329761a7792,utf-8-sig,True,Week4AdvAsynchronousJavaScript,Day5Fetch&AsyncAwait,Week4AdvAsynchronousJavaScript/Day5Fetch&AsyncAwait/Exercises/ExercisesXP,Exercise,XP,False,False,0,0,False,,
Week4AdvAsynchronousJavaScript/Day5Fetch&AsyncAwait/Exercises/ExercisesXP/README.md,1218,31,.md,Markdown,documentation,False,335134e8910d9a77d04645f781d98ac8ed709d16c7961474230e3ec9f9886872,utf-8-sig,True,Week4AdvAsynchronousJavaScript,Day5Fetch&AsyncAwait,Week4AdvAsynchronousJavaScript/Day5Fetch&AsyncAwait/Exercises/ExercisesXP,Exercise,XP,False,True,0,0,False,,
Week5MiniProjectAndTypeScript/Day1Miniproject/DailyChallange/CurrencyConverter/index.html,17697,590,.html,HTML,source,False,2983965ba58b2d09b9c461a7449856fc4ea01b17e858784425d69a1ab572e1e0,utf-8-sig,False,Week5MiniProjectAndTypeScript,Day1Miniproject,Week5MiniProjectAndTypeScript/Day1Miniproject/DailyChallange/CurrencyConverter,Daily Challenge,,False,False,0,3,False,,
Week5MiniProjectAndTypeScript/Day1Miniproject/DailyChallange/CurrencyConverter/README.md,6911,258,.md,Markdown,documentation,False,356657233034d3030dcde3563cf6c31aaf8ac526497063541cfaaf0cf93afda7,utf-8-sig,False,Week5MiniProjectAndTypeScript,Day1Miniproject,Week5MiniProjectAndTypeScript/Day1Miniproject/DailyChallange/CurrencyConverter,Daily Challenge,,False,True,0,2,False,,
Week5MiniProjectAndTypeScript/Day1Miniproject/Exercises/Pokedex/index.html,20500,727,.html,HTML,source,False,4972036e9bdb73de7c71bd9b58a2657bd1e4423ebf8af23a6ba7d9f8ed7f0673,utf-8-sig,False,Week5MiniProjectAndTypeScript,Day1Miniproject,Week5MiniProjectAndTypeScript/Day1Miniproject/Exercises/Pokedex,Mini Project,,False,False,0,27,False,,
Week5MiniProjectAndTypeScript/Day1Miniproject/Exercises/Pokedex/README.md,6232,204,.md,Markdown,documentation,False,ea58323920481041f6c3215a9758bcbe57015ffc25f24b00733806b600417a23,utf-8-sig,False,Week5MiniProjectAndTypeScript,Day1Miniproject,Week5MiniProjectAndTypeScript/Day1Miniproject/Exercises/Pokedex,Mini Project,,False,True,0,1,False,,
Week5MiniProjectAndTypeScript/Day1Miniproject/StarWarsWebApp/index.html,12549,422,.html,HTML,source,False,92c9ca4f811053cd54767a6ac72d18b91b9300a2e4212773e1a22b9731b7c44e,utf-8-sig,False,Week5MiniProjectAndTypeScript,Day1Miniproject,Week5MiniProjectAndTypeScript/Day1Miniproject/StarWarsWebApp,Mini Project,,False,False,0,18,False,,
Week5MiniProjectAndTypeScript/Day1Miniproject/StarWarsWebApp/README.md,3433,108,.md,Markdown,documentation,False,8dd152c9779e2949c412181915f8316c07021f88b1a70950f101103f4583e9f3,utf-8-sig,False,Week5MiniProjectAndTypeScript,Day1Miniproject,Week5MiniProjectAndTypeScript/Day1Miniproject/StarWarsWebApp,Mini Project,,False,True,0,0,False,,
Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator/.gitignore,67,7,[no extension],Other,configuration,False,76dc58efcc3036e195eda52ff897e909a0dada93533a72e9d1a05c6e3c266000,utf-8-sig,False,Week5MiniProjectAndTypeScript,Day2IntroductionToTypeScriptAndKeyConcepts,Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator,Daily Challenge,,False,False,0,0,False,,
Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator/package.json,519,19,.json,JSON,data,False,bbc4d3dbbae68265a093cbdc1d5a97ee9885388c262877ca5545a09ccf6593bb,utf-8-sig,False,Week5MiniProjectAndTypeScript,Day2IntroductionToTypeScriptAndKeyConcepts,Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator,Daily Challenge,,False,False,0,0,False,True,
Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator/README.md,8322,328,.md,Markdown,documentation,False,e1b686f598a17c9b37d47c7608e21470a32ed4b5b9314664d7afe007f6f02310,utf-8-sig,False,Week5MiniProjectAndTypeScript,Day2IntroductionToTypeScriptAndKeyConcepts,Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator,Daily Challenge,,False,True,0,4,False,,
Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator/src/index.ts,7937,221,.ts,TypeScript,source,False,263ec8b4d8bf16c9f2613f94a7f47576d83a826073425c9105f46e9426b754d1,utf-8-sig,False,Week5MiniProjectAndTypeScript,Day2IntroductionToTypeScriptAndKeyConcepts,Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator,Daily Challenge,,False,False,0,5,False,,
Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator/tsconfig.json,468,20,.json,JSON,data,False,28e327bf462c9034754f2a95d9c212c3eb2c6d7f7e9bfc1ef0e30f7f0d65682c,utf-8-sig,False,Week5MiniProjectAndTypeScript,Day2IntroductionToTypeScriptAndKeyConcepts,Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator,Daily Challenge,,False,False,0,0,False,True,
Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/Exercises/ExercisesXP/ExercisesXP_Basics.ts,4318,136,.ts,TypeScript,source,False,c76fa4623618db4a6ccbe6e7e8f7e97ceb4190b644777e93731b83e830fc90ac,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day2IntroductionToTypeScriptAndKeyConcepts,Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/Exercises/ExercisesXP,Mini Project,XP,False,False,0,0,False,,
Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/Exercises/ExercisesXP/README.md,741,20,.md,Markdown,documentation,False,ab04e2134e73e4b501423edf52843ec2a827f1fdcf614e8ac2cb8715c0dcb63c,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day2IntroductionToTypeScriptAndKeyConcepts,Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/Exercises/ExercisesXP,Mini Project,XP,False,True,0,0,False,,
Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/DailyChallenge/LibrarySystem.ts,3022,104,.ts,TypeScript,source,False,32e329514cbc5f9c3ba1e730fdb0d06d1225ef8df9fd65e12b351d3090169e2c,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day3AdvancedTypeScriptConceptsAndApplications,Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/DailyChallenge,Daily Challenge,,False,False,0,0,False,,
Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/DailyChallenge/README.md,722,20,.md,Markdown,documentation,False,de28983111198bf1b4a3c6fb119f9d2694c1a3869548c47c609000bccd78737a,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day3AdvancedTypeScriptConceptsAndApplications,Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/DailyChallenge,Daily Challenge,,False,True,0,0,False,,
Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP/ExercisesXP_OOP.ts,4056,143,.ts,TypeScript,source,False,c6a803a7ac36b92d5d74dca9ecdc1f22818bc574176a42c37174d05559d8e03c,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day3AdvancedTypeScriptConceptsAndApplications,Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP,Mini Project,XP,False,False,0,0,False,,
Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP/README.md,674,20,.md,Markdown,documentation,False,fb55dcfa7d919e5502f3678d88ac29940f69ab2689543c9019d72094152c214b,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day3AdvancedTypeScriptConceptsAndApplications,Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP,Mini Project,XP,False,True,0,0,False,,
Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/DailyChallenge/.gitignore,32,3,[no extension],Other,configuration,False,0fdca283368aaccb87bc4af7b30a450568e2ec8aaf8faef7f05de69f67239384,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day4AdvancedTypeScriptConceptsAndApplications,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/DailyChallenge,Daily Challenge,,False,False,0,0,False,,
Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/DailyChallenge/README.md,863,31,.md,Markdown,documentation,False,a8538939d4b3f6fb31f467dac97bf729d5cc8e9bb984ec3a71d4a8ce1ef3eea3,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day4AdvancedTypeScriptConceptsAndApplications,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/DailyChallenge,Daily Challenge,,False,True,0,0,False,,
Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/DailyChallenge/TypeGuardUnion.ts,2251,76,.ts,TypeScript,source,False,cfd85c53e5c1a242f1dbbc21193a2ef08441e39fcec90a314f5b18ba533c0a43,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day4AdvancedTypeScriptConceptsAndApplications,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/DailyChallenge,Daily Challenge,,False,False,0,0,False,,
Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP/.gitignore,32,3,[no extension],Other,configuration,False,0fdca283368aaccb87bc4af7b30a450568e2ec8aaf8faef7f05de69f67239384,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day4AdvancedTypeScriptConceptsAndApplications,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP,Mini Project,XP,False,False,0,0,False,,
Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP/ExercisesXP.ts,3189,89,.ts,TypeScript,source,False,60286635b0307c9cf2e3be32202531f973d6dbfcfc06eb6658f025b23cd80a7c,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day4AdvancedTypeScriptConceptsAndApplications,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP,Mini Project,XP,False,False,0,0,False,,
Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP/README.md,824,36,.md,Markdown,documentation,False,e7d1bb6bed75da9a09e207b921dde7cfad70e6a4d1dc5345410fb53f40b3c6fa,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day4AdvancedTypeScriptConceptsAndApplications,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP,Mini Project,XP,False,True,0,0,False,,
Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXPGold/.gitignore,32,3,[no extension],Other,configuration,False,0fdca283368aaccb87bc4af7b30a450568e2ec8aaf8faef7f05de69f67239384,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day4AdvancedTypeScriptConceptsAndApplications,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXPGold,Mini Project,XP Gold,False,False,0,0,False,,
Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXPGold/ExercisesXPGold.ts,4434,158,.ts,TypeScript,source,False,67181563b5763525587a92051d87727868e2a48e411fa2ad648ee2aa13d993e5,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day4AdvancedTypeScriptConceptsAndApplications,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXPGold,Mini Project,XP Gold,False,False,0,0,False,,
Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXPGold/README.md,788,31,.md,Markdown,documentation,False,409ef1ae386741d57c5e5567b612e370b64c40c92fe123be743dc72e52262f04,utf-8-sig,True,Week5MiniProjectAndTypeScript,Day4AdvancedTypeScriptConceptsAndApplications,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXPGold,Mini Project,XP Gold,False,True,0,0,False,,
Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP+/.gitignore,58,4,[no extension],Other,configuration,False,669a746178567ad320d859b3ec83606bdc463df2717511262445daa3cdff462e,utf-8-sig,True,Week6DatabasesAndNodejs,Day1IntroductionToDatabases,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP+,Exercise,XP Plus,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP+/exercisesxpplus.sql,3380,91,.sql,SQL,source,False,bd530ae3aa8c9562f988fd8cecc2ec5f70b62fe15b0200bb0e644f48a2e5a3fc,utf-8-sig,True,Week6DatabasesAndNodejs,Day1IntroductionToDatabases,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP+,Exercise,XP Plus,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP+/README.md,1540,39,.md,Markdown,documentation,False,6af1adee941093bbb5fccfc5431620e4124e6eac6f7bb1643935831ab8e1d328,utf-8-sig,True,Week6DatabasesAndNodejs,Day1IntroductionToDatabases,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP+,Exercise,XP Plus,False,True,0,0,False,,
Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP/.gitignore,65,5,[no extension],Other,configuration,False,d43fcd6ed17fb84d9060703ddb75d5ea3d82971a4ce8c2312e86b722738b16d2,utf-8-sig,True,Week6DatabasesAndNodejs,Day1IntroductionToDatabases,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP,Exercise,XP,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP/items_customers.sql,2806,74,.sql,SQL,source,False,436fb8f4b82c03ef983187f20ffffab759b0dcde983f2986479ef6686465a17f,utf-8-sig,True,Week6DatabasesAndNodejs,Day1IntroductionToDatabases,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP,Exercise,XP,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP/README.md,2188,56,.md,Markdown,documentation,False,f331ea679ee034a495a8594964b8d3f443198b307154cbf6bb162d760d1cc4b8,utf-8-sig,True,Week6DatabasesAndNodejs,Day1IntroductionToDatabases,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP,Exercise,XP,False,True,0,3,False,,
Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP/sample_outputs.txt,830,38,.txt,Text,documentation,False,aa50d3bb7dde7c2deef66f7acfcd8eed636f1fe6d0daa320a954c61681deb7f1,utf-8-sig,True,Week6DatabasesAndNodejs,Day1IntroductionToDatabases,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP,Exercise,XP,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXPGold/exercisesxpgold.md,933,23,.md,Markdown,documentation,False,7c91775b20e096a7a7e502fb9eb7d8f511b1f98155622a3b1611cb37e870a5ad,utf-8-sig,True,Week6DatabasesAndNodejs,Day1IntroductionToDatabases,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXPGold,Exercise,XP Gold,False,False,0,1,False,,
Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXPGold/exercisesxpgold.sql,857,25,.sql,SQL,source,False,a55d48e33414d60db902124f0532f75546177834d3e10e7d8323fab5ede9b7ef,utf-8-sig,True,Week6DatabasesAndNodejs,Day1IntroductionToDatabases,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXPGold,Exercise,XP Gold,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day2DatabaseConcepts1/Exercises/ExercisesXP/README.md,658,17,.md,Markdown,documentation,False,29213c287f53a85e86c98a78ce4d25a0e278cd0b5724e912b9b39a279d3c9636,utf-8-sig,True,Week6DatabasesAndNodejs,Day2DatabaseConcepts1,Week6DatabasesAndNodejs/Day2DatabaseConcepts1/Exercises/ExercisesXP,Exercise,XP,False,True,0,0,False,,
Week6DatabasesAndNodejs/Day2DatabaseConcepts1/Exercises/ExercisesXP/xp_sql_answers.sql,4453,139,.sql,SQL,source,False,777f0e9da84614543f173b26d06245fb93df9b3df4f0821f9353d5ddde1fb806,utf-8-sig,True,Week6DatabasesAndNodejs,Day2DatabaseConcepts1,Week6DatabasesAndNodejs/Day2DatabaseConcepts1/Exercises/ExercisesXP,Exercise,XP,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercicesXPGold/README.md,475,10,.md,Markdown,documentation,False,4a38eda56daf1216eb32a1ceedd99927c21e61821f29ef4e62842be424037757,utf-8-sig,True,Week6DatabasesAndNodejs,Day3DatabaseConcepts2,Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercicesXPGold,Exercise,XP Gold,False,True,0,0,False,,
Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercicesXPGold/xp_gold_dvdrental.sql,7032,179,.sql,SQL,source,False,45ccf4baaa7de38762a91a0424fcf94d86027a1e6cd2afbbc61abaa9c70b560b,utf-8-sig,True,Week6DatabasesAndNodejs,Day3DatabaseConcepts2,Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercicesXPGold,Exercise,XP Gold,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercisesXP/README.md,644,18,.md,Markdown,documentation,False,c7f49e1b9d73f9db0e425556770ccec83e8d963a69c1e5590917d2edb3c43d3b,utf-8-sig,True,Week6DatabasesAndNodejs,Day3DatabaseConcepts2,Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercisesXP,Exercise,XP,False,True,0,0,False,,
Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercisesXP/xp_dvdrental_relationships.sql,6193,157,.sql,SQL,source,False,c3aa21eeceb17db64aefde7a6d2520619c3262d33dfe3d35fc81fac09f05f4a4,utf-8-sig,True,Week6DatabasesAndNodejs,Day3DatabaseConcepts2,Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercisesXP,Exercise,XP,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/.gitignore,33,3,[no extension],Other,configuration,False,0830294583061ae7247737c82eb85c808ceed2252b712f0ad431df8bb98f47e7,utf-8-sig,True,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM,Daily Challenge,,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/challenge.js,489,14,.js,JavaScript,source,False,229a66c2e224520717c8139f214b90318ecc448dce2eac71a9f6e65df380d422,utf-8-sig,True,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM,Daily Challenge,,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/colorful-message.js,535,17,.js,JavaScript,source,False,58dd7cd0ab1e5859d01089c6453b0be18a3f4a599dc4e91d1b7733423273f702,utf-8-sig,True,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM,Daily Challenge,,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/files/file-data.txt,103,2,.txt,Text,documentation,False,6a5708153d4f0e5d6c005b7511c23f947533b366ca2de20649600bc34da06162,utf-8-sig,True,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM,Daily Challenge,,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/greeting.js,429,16,.js,JavaScript,source,False,92c5067fcb1822abae8cf259f78171114b60749cd52d5f835b34caf28ea965ee,utf-8-sig,True,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM,Daily Challenge,,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/package.json,244,11,.json,JSON,data,False,41643abd9342bba987eb04b044e9f60552b8e238cbbe89073f7942026c1d13a4,utf-8-sig,True,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM,Daily Challenge,,False,False,0,0,False,True,
Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/read-file.js,764,25,.js,JavaScript,source,False,4d247afc8e6d4672a9b448b3cffd55a255f51c6e591217d81ffa0fb965c48ce8,utf-8-sig,True,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM,Daily Challenge,,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/README.md,408,28,.md,Markdown,documentation,False,3b2d5369fbb6e560370a7131f970f304924bad71cc9eb5b83b771186aaa7e961,utf-8-sig,True,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM,Daily Challenge,,False,True,0,0,False,,
Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/task-1/app.js,242,9,.js,JavaScript,source,False,157fd800461fd69aaa9c3fceeee3f14f89e9ee240e596384d744c22134454244,utf-8-sig,True,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM,Daily Challenge,,False,False,0,0,False,,
Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/task-2/app.js,210,7,.js,JavaScript,source,False,c187b094be398eee7ed77a034383519ee791f41343bd6c627b7eaf7d14d63924,utf-8-sig,True,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM,Daily Challenge,,False,False,0,0,False,,
